C:\Users\ossama\Documents\GitHub\Track\Data\IMG\center_2019_12_06_15_23_29_588.jpg,C:\Users\ossama\Documents\GitHub\Track\Data\IMG\left_2019_12_06_15_23_29_588.jpg,C:\Users\ossama\Documents\GitHub\Track\Data\IMG\right_2019_12_06_15_23_29_588.jpg,0,0,0,2.184968E-06
C:\Users\ossama\Documents\GitHub\Track\Data\IMG\center_2019_12_06_15_23_29_725.jpg,C:\Users\ossama\Documents\GitHub\Track\Data\IMG\left_2019_12_06_15_23_29_725.jpg,C:\Users\ossama\Documents\GitHub\Track\Data\IMG\right_2019_12_06_15_23_29_725.jpg,0,0,0,1.822615E-05
C:\Users\ossama\Documents\GitHub\Track\Data\IMG\center_2019_12_06_15_23_29_840.jpg,C:\Users\ossama\Documents\GitHub\Track\Data\IMG\left_2019_12_06_15_23_29_840.jpg,C:\Users\ossama\Documents\GitHub\Track\Data\IMG\right_2019_12_06_15_23_29_840.jpg,0,0,0,8.924848E-06
C:\Users\ossama\Documents\GitHub\Track\Data\IMG\center_2019_12_06_15_23_29_970.jpg,C:\Users\ossama\Documents\GitHub\Track\Data\IMG\left_2019_12_06_15_23_29_970.jpg,C:\Users\ossama\Documents\GitHub\Track\Data\IMG\right_2019_12_06_15_23_29_970.jpg,0,0,0,1.649808E-05
C:\Users\ossama\Documents\GitHub\Track\Data\IMG\center_2019_12_06_15_23_30_096.jpg,C:\Users\ossama\Documents\GitHub\Track\Data\IMG\left_2019_12_06_15_23_30_096.jpg,C:\Users\ossama\Documents\GitHub\Track\Data\IMG\right_2019_12_06_15_23_30_096.jpg,0,0,0,6.931036E-06
C:\Users\ossama\Documents\GitHub\Track\Data\IMG\center_2019_12_06_15_23_30_173.jpg,C:\Users\ossama\Documents\GitHub\Track\Data\IMG\left_2019_12_06_15_23_30_173.jpg,C:\Users\ossama\Documents\GitHub\Track\Data\IMG\right_2019_12_06_15_23_30_173.jpg,0,0,0,1.181505E-05
C:\Users\ossama\Documents\GitHub\Track\Data\IMG\center_2019_12_06_15_23_30_285.jpg,C:\Users\ossama\Documents\GitHub\Track\Data\IMG\left_2019_12_06_15_23_30_285.jpg,C:\Users\ossama\Documents\GitHub\Track\Data\IMG\right_2019_12_06_15_23_30_285.jpg,0,0,0,1.35751E-06
C:\Users\ossama\Documents\GitHub\Track\Data\IMG\center_2019_12_06_15_23_30_414.jpg,C:\Users\ossama\Documents\GitHub\Track\Data\IMG\left_2019_12_06_15_23_30_414.jpg,C:\Users\ossama\Documents\GitHub\Track\Data\IMG\right_2019_12_06_15_23_30_414.jpg,0,0,0,8.051432E-06
C:\Users\ossama\Documents\GitHub\Track\Data\IMG\center_2019_12_06_15_23_30_535.jpg,C:\Users\ossama\Documents\GitHub\Track\Data\IMG\left_2019_12_06_15_23_30_535.jpg,C:\Users\ossama\Documents\GitHub\Track\Data\IMG\right_2019_12_06_15_23_30_535.jpg,0,0,0,4.730418E-06
C:\Users\ossama\Documents\GitHub\Track\Data\IMG\center_2019_12_06_15_23_30_662.jpg,C:\Users\ossama\Documents\GitHub\Track\Data\IMG\left_2019_12_06_15_23_30_662.jpg,C:\Users\ossama\Documents\GitHub\Track\Data\IMG\right_2019_12_06_15_23_30_662.jpg,0,0,0,2.814024E-06
C:\Users\ossama\Documents\GitHub\Track\Data\IMG\center_2019_12_06_15_23_30_794.jpg,C:\Users\ossama\Documents\GitHub\Track\Data\IMG\left_2019_12_06_15_23_30_794.jpg,C:\Users\ossama\Documents\GitHub\Track\Data\IMG\right_2019_12_06_15_23_30_794.jpg,0,0,0,9.986666E-06
